id,name,website,fax,industry,lead_provide_by,description,lead_source,lead_status,assign_to,assign_by,created_at,updated_at
969,"Snappy Copy Center Inc",snappcopy.net,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:39.000000Z,2026-06-19T01:19:39.000000Z
970,McCarthyPrint,www.mccarthyprint.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:40.000000Z,2026-06-19T01:19:40.000000Z
971,"GTImprints LLC",yourteammearch.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:41.000000Z,2026-06-19T01:19:41.000000Z
972,"Initial Designs Custom Logo Embroidery & Screen Printing",initialdesignsllc.com,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:19:41.000000Z,2026-06-19T01:19:41.000000Z
973,"M MINUTEMAN PRESS",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:42.000000Z,2026-06-19T01:19:42.000000Z
974,"Snook S Grill And Cocktails",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:42.000000Z,2026-06-19T01:19:42.000000Z
975,"The Printshop Plus",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:43.000000Z,2026-06-19T01:19:43.000000Z
976,"JLC Printing",www.jlcprinting.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:43.000000Z,2026-06-19T01:19:43.000000Z
977,"Marz Customs",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:19:44.000000Z,2026-06-19T01:19:44.000000Z
978,"Action Signs And Signcrafts",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:44.000000Z,2026-06-19T01:19:44.000000Z
979,"Custom Swagg",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:19:45.000000Z,2026-06-19T01:19:45.000000Z
980,"Awards Unlimited Online",awardsunlimatedonline.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:46.000000Z,2026-06-19T01:19:46.000000Z
981,"Taylor Sign Co",www.taylorsignco.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:46.000000Z,2026-06-19T01:19:46.000000Z
982,"Micro Plastics Inc",mpsigns.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:47.000000Z,2026-06-19T01:19:47.000000Z
983,"Soup City Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:47.000000Z,2026-06-19T01:19:47.000000Z
984,"SignMax & Printers Ltd.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:48.000000Z,2026-06-19T01:19:48.000000Z
985,"Digital Graphics LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:49.000000Z,2026-06-19T01:19:49.000000Z
986,"Jack Nadel International",nadel.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:49.000000Z,2026-06-19T01:19:49.000000Z
987,"Big Dawg Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:50.000000Z,2026-06-19T01:19:50.000000Z
988,"MESA Reprographics",mesareprographics.com/home,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:50.000000Z,2026-06-19T01:19:50.000000Z
989,"On Point Custom Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:51.000000Z,2026-06-19T01:19:51.000000Z
990,"Print Force One",eprintforce.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:52.000000Z,2026-06-19T01:19:52.000000Z
991,"Sign Stop Oregon",signs97439.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:52.000000Z,2026-06-19T01:19:52.000000Z
992,Eprint2day,www.eprint2day.com,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:19:52.000000Z,2026-06-19T01:19:52.000000Z
993,OneTouchPoint,1touchpoint.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:53.000000Z,2026-06-19T01:19:53.000000Z
994,"Accabonac Strategies LLC",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:19:54.000000Z,2026-06-19T01:19:54.000000Z
995,"Rockcliffe Promotional Products Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:54.000000Z,2026-06-19T01:19:54.000000Z
996,"FASTSIGNS  MAKE YOUR STATEMENT",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:55.000000Z,2026-06-19T01:19:55.000000Z
997,"Dramatic Digital",dramaticdigital.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:55.000000Z,2026-06-19T01:19:55.000000Z
998,"AlphaGraphics Portsmouth",alphagraphics.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:55.000000Z,2026-06-19T01:19:55.000000Z
999,"Royal Signs & Graphics",royansignsite.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:56.000000Z,2026-06-19T01:19:56.000000Z
1000,"Melbourne Merch Pty Ltd",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:57.000000Z,2026-06-19T01:19:57.000000Z
1001,"B&K Tees And More",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:57.000000Z,2026-06-19T01:19:57.000000Z
1002,"Joe Bernotus",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:57.000000Z,2026-06-19T01:19:57.000000Z
1003,"C&C Customs",omahaengraving.us,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:58.000000Z,2026-06-19T01:19:58.000000Z
1004,"Glyph Design Studio",shopglyphdg.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:59.000000Z,2026-06-19T01:19:59.000000Z
1005,"A&A SIGNCo Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:19:59.000000Z,2026-06-19T01:19:59.000000Z
1006,"Bilal Quinerly",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:00.000000Z,2026-06-19T01:20:00.000000Z
1007,"Fusion Printing Inc",www.fusionprintinginc.com,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:01.000000Z,2026-06-19T01:20:01.000000Z
1008,"Fivestar Labels",fivestarlabels.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:01.000000Z,2026-06-19T01:20:01.000000Z
1009,"Stitches And Vinyl Wishes",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:02.000000Z,2026-06-19T01:20:02.000000Z
1010,"THE REMIX CUSTOM PRINT CO",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:03.000000Z,2026-06-19T01:20:03.000000Z
1011,"MXM Graphix",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:04.000000Z,2026-06-19T01:20:04.000000Z
1012,"Gibson Speed E Print",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:04.000000Z,2026-06-19T01:20:04.000000Z
1013,"Stuyvesant Press Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:05.000000Z,2026-06-19T01:20:05.000000Z
1014,"Green Printing Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:05.000000Z,2026-06-19T01:20:05.000000Z
1015,"EMD Systems In",eastmooredesign.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:06.000000Z,2026-06-19T01:20:06.000000Z
1016,"MCNM Marketing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:07.000000Z,2026-06-19T01:20:07.000000Z
1017,LDPromos,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:07.000000Z,2026-06-19T01:20:07.000000Z
1018,"Souvenir Plus Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:08.000000Z,2026-06-19T01:20:08.000000Z
1019,"McCabe Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:09.000000Z,2026-06-19T01:20:09.000000Z
1020,"Hollywood Graphix",hollywoodgraphix.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:09.000000Z,2026-06-19T01:20:09.000000Z
1021,"Irish Tees Are Smiling",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:10.000000Z,2026-06-19T01:20:10.000000Z
1022,"BC3 Designs",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:10.000000Z,2026-06-19T01:20:10.000000Z
1023,"Coastal Clean Corp.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:11.000000Z,2026-06-19T01:20:11.000000Z
1024,"Cycling For A Cause",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:11.000000Z,2026-06-19T01:20:11.000000Z
1025,"Shop Abc Promo",www.shopabcpromo.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:11.000000Z,2026-06-19T01:20:11.000000Z
1026,"Target Printing Ct LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:12.000000Z,2026-06-19T01:20:12.000000Z
1027,BALLYHOO,,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:12.000000Z,2026-06-19T01:20:12.000000Z
1028,"Hitmaster Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:13.000000Z,2026-06-19T01:20:13.000000Z
1029,"Adept Imaging LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:13.000000Z,2026-06-19T01:20:13.000000Z
1030,Onpressdocs,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:14.000000Z,2026-06-19T01:20:14.000000Z
1031,"Impress Me Marketing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:14.000000Z,2026-06-19T01:20:14.000000Z
1032,"SYP Screen Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:14.000000Z,2026-06-19T01:20:14.000000Z
1033,"AG Custom Apparel",www.agcustomapparel.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:15.000000Z,2026-06-19T01:20:15.000000Z
1034,"Valcom Web Services",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:15.000000Z,2026-06-19T01:20:15.000000Z
1035,"The Source Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:16.000000Z,2026-06-19T01:20:16.000000Z
1036,"Alina Sportswear",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:16.000000Z,2026-06-19T01:20:16.000000Z
1037,"Wilkinsons Trophy",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:17.000000Z,2026-06-19T01:20:17.000000Z
1038,"CORAL SPRINGS",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:17.000000Z,2026-06-19T01:20:17.000000Z
1039,"CT Promotional Products",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:17.000000Z,2026-06-19T01:20:17.000000Z
1040,"Right Sign. Printing And Marketing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:18.000000Z,2026-06-19T01:20:18.000000Z
1041,"Go Distributors",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:18.000000Z,2026-06-19T01:20:18.000000Z
1042,"Swivler Pacific",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:19.000000Z,2026-06-19T01:20:19.000000Z
1043,"Jamison Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:19.000000Z,2026-06-19T01:20:19.000000Z
1044,"The Great Frame Up",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:19.000000Z,2026-06-19T01:20:19.000000Z
1045,"J P Media Advertising",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:20.000000Z,2026-06-19T01:20:20.000000Z
1046,"Sanzo TNT",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:20.000000Z,2026-06-19T01:20:20.000000Z
1047,"Crystal Castles",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:21.000000Z,2026-06-19T01:20:21.000000Z
1048,"Ziggi Marketing LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:22.000000Z,2026-06-19T01:20:22.000000Z
1049,"J & S  Vinyl Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:22.000000Z,2026-06-19T01:20:22.000000Z
1050,"SoCal Creative",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:23.000000Z,2026-06-19T01:20:23.000000Z
1051,"Madam Merchant",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:23.000000Z,2026-06-19T01:20:23.000000Z
1052,"J K Promotions Inc    ASI 232531",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:23.000000Z,2026-06-19T01:20:23.000000Z
1053,"Wilson & Wilson Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:24.000000Z,2026-06-19T01:20:24.000000Z
1054,"5SG Select",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:24.000000Z,2026-06-19T01:20:24.000000Z
1055,"Signs Now  Augustine",www.signsnowstaug.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:25.000000Z,2026-06-19T01:20:25.000000Z
1056,"The Seed Agency",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:25.000000Z,2026-06-19T01:20:25.000000Z
1057,"Dapper Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:25.000000Z,2026-06-19T01:20:25.000000Z
1058,"Big Slick Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:26.000000Z,2026-06-19T01:20:26.000000Z
1059,Ambassadorprinting,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:26.000000Z,2026-06-19T01:20:26.000000Z
1060,"MAC Global Promotions LLC",www.macglobalpromotions.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:27.000000Z,2026-06-19T01:20:27.000000Z
1061,Promarketize,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:27.000000Z,2026-06-19T01:20:27.000000Z
1062,"Colorado Canopies Print & Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:28.000000Z,2026-06-19T01:20:28.000000Z
1063,"Talbot Marketing Jeremie Smith",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:28.000000Z,2026-06-19T01:20:28.000000Z
1064,"Radius Sign",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:29.000000Z,2026-06-19T01:20:29.000000Z
1065,2hourbanners,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:29.000000Z,2026-06-19T01:20:29.000000Z
1066,"Creative & Digital Director",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:30.000000Z,2026-06-19T01:20:30.000000Z
1067,"Print Max",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:30.000000Z,2026-06-19T01:20:30.000000Z
1068,"Kinne Solutions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:31.000000Z,2026-06-19T01:20:31.000000Z
1069,"Ink Beast Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:32.000000Z,2026-06-19T01:20:32.000000Z
1070,"JL Print House LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:32.000000Z,2026-06-19T01:20:32.000000Z
1071,"Lutz And Company",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:32.000000Z,2026-06-19T01:20:32.000000Z
1072,"BLUE WIFE CREATIONS",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:33.000000Z,2026-06-19T01:20:33.000000Z
1073,"Fusion Marketing Florida",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:33.000000Z,2026-06-19T01:20:33.000000Z
1074,"LOCAL NINE DESIGN",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:34.000000Z,2026-06-19T01:20:34.000000Z
1075,"All Quality Stitches Washington",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:34.000000Z,2026-06-19T01:20:34.000000Z
1076,"Incentive Solutions",www.incentivesolutionscorp.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:35.000000Z,2026-06-19T01:20:35.000000Z
1077,"Image360 Florida",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:35.000000Z,2026-06-19T01:20:35.000000Z
1078,"Print Fast Signs",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:36.000000Z,2026-06-19T01:20:36.000000Z
1079,All-Print,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:36.000000Z,2026-06-19T01:20:36.000000Z
1080,"Liberty Tree Advertising",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:36.000000Z,2026-06-19T01:20:36.000000Z
1081,"United Uniforms",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:37.000000Z,2026-06-19T01:20:37.000000Z
1082,"Satin Stitch Embroidery LLC",www.satinstitchembroidery.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:37.000000Z,2026-06-19T01:20:37.000000Z
1083,"Stable Living LLP",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:38.000000Z,2026-06-19T01:20:38.000000Z
1084,"Paws Incorporated",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:38.000000Z,2026-06-19T01:20:38.000000Z
1085,"Oswego Printing Co Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:39.000000Z,2026-06-19T01:20:39.000000Z
1086,"NOTO  AFN Promotions",www.notopromotions.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:39.000000Z,2026-06-19T01:20:39.000000Z
1087,"Country & Classy",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:40.000000Z,2026-06-19T01:20:40.000000Z
1088,"Signworks Inc Utah",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:40.000000Z,2026-06-19T01:20:40.000000Z
1089,"Phellip Christie Individual",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:41.000000Z,2026-06-19T01:20:41.000000Z
1090,"Ink Nutz Masonic",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:41.000000Z,2026-06-19T01:20:41.000000Z
1091,"Same Day Riverside",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:42.000000Z,2026-06-19T01:20:42.000000Z
1092,BEZAWORX,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:42.000000Z,2026-06-19T01:20:42.000000Z
1093,"Accurate Advertising Specialty Co LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:43.000000Z,2026-06-19T01:20:43.000000Z
1094,"SICC PRINTING LLC",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:44.000000Z,2026-06-19T01:20:44.000000Z
1095,"K.E. Graphics & Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:44.000000Z,2026-06-19T01:20:44.000000Z
1096,"BRANDED BY ENGEL",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:44.000000Z,2026-06-19T01:20:44.000000Z
1097,"ID Screen Print",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:45.000000Z,2026-06-19T01:20:45.000000Z
1098,"The Trophy Case  Merch Unlimited",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:45.000000Z,2026-06-19T01:20:45.000000Z
1099,"360 Apparel",360-apparel.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:46.000000Z,2026-06-19T01:20:46.000000Z
1100,"Logotech Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:46.000000Z,2026-06-19T01:20:46.000000Z
1101,DAAM5th,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:47.000000Z,2026-06-19T01:20:47.000000Z
1102,"So InClyned",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:47.000000Z,2026-06-19T01:20:47.000000Z
1103,AdPurpose,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:48.000000Z,2026-06-19T01:20:48.000000Z
1104,"SPECIALTY APPAREL",http://www.companycasuals.com/specialtyapparel,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:48.000000Z,2026-06-19T01:20:48.000000Z
1105,"World Wide Medias",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:49.000000Z,2026-06-19T01:20:49.000000Z
1106,"Artistic Custom Badges And Coins LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:49.000000Z,2026-06-19T01:20:49.000000Z
1107,"Angry Grizzly",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:50.000000Z,2026-06-19T01:20:50.000000Z
1108,"Calvin Eugene Creative",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:50.000000Z,2026-06-19T01:20:50.000000Z
1109,"UGA FOREVER",www.ugaforever.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:50.000000Z,2026-06-19T01:20:50.000000Z
1110,"Graphic Makers & Printers",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:51.000000Z,2026-06-19T01:20:51.000000Z
1111,"Dba  Professional Concepts Advertising",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:52.000000Z,2026-06-19T01:20:52.000000Z
1112,"Route 52 Screen Print & Embroidery",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:52.000000Z,2026-06-19T01:20:52.000000Z
1113,"AKS Gifts & Promotionals",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:53.000000Z,2026-06-19T01:20:53.000000Z
1114,"CG Printers Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:54.000000Z,2026-06-19T01:20:54.000000Z
1115,"Creative Impact Co LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:54.000000Z,2026-06-19T01:20:54.000000Z
1116,"Brandsome Promo",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:54.000000Z,2026-06-19T01:20:54.000000Z
1117,"Kottwitz Signs & Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:55.000000Z,2026-06-19T01:20:55.000000Z
1118,"Success Promotions Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:56.000000Z,2026-06-19T01:20:56.000000Z
1119,"Waynes Designz",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:20:56.000000Z,2026-06-19T01:20:56.000000Z
1120,"New Horizons Embroidery & Screen Printing",nhestvt.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:56.000000Z,2026-06-19T01:20:56.000000Z
1121,"Sun Sports Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:57.000000Z,2026-06-19T01:20:57.000000Z
1122,"Oklahoma Promo LLC",www.oklahomapromo.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:58.000000Z,2026-06-19T01:20:58.000000Z
1123,"Amplified Branding",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:58.000000Z,2026-06-19T01:20:58.000000Z
1124,"Go West Genuine LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:59.000000Z,2026-06-19T01:20:59.000000Z
1125,SDG,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:20:59.000000Z,2026-06-19T01:20:59.000000Z
1126,"South Shore Customs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:00.000000Z,2026-06-19T01:21:00.000000Z
1127,"Signs Manufacturing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:01.000000Z,2026-06-19T01:21:01.000000Z
1128,"Portland Custom Embroidery",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:02.000000Z,2026-06-19T01:21:02.000000Z
1129,"Games People Play",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:02.000000Z,2026-06-19T01:21:02.000000Z
1130,"Pro Signs Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:03.000000Z,2026-06-19T01:21:03.000000Z
1131,"Embroidery Works And Broadway Embroidery",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:03.000000Z,2026-06-19T01:21:03.000000Z
1132,"The Graphic Geek",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:04.000000Z,2026-06-19T01:21:04.000000Z
1133,"Story Form Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:04.000000Z,2026-06-19T01:21:04.000000Z
1134,"Hattrix Team Sports",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:05.000000Z,2026-06-19T01:21:05.000000Z
1135,"Stuart Sports Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:05.000000Z,2026-06-19T01:21:05.000000Z
1136,"Affordable Signs Of Texas",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:06.000000Z,2026-06-19T01:21:06.000000Z
1137,"Ace Custom Signs & Window Tint",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:06.000000Z,2026-06-19T01:21:06.000000Z
1138,"Calgary Veterans Services Society",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:07.000000Z,2026-06-19T01:21:07.000000Z
1139,"Supercross Industries Llc",www.supercrossbmx.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:08.000000Z,2026-06-19T01:21:08.000000Z
1140,"Facilitations Ltd",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:08.000000Z,2026-06-19T01:21:08.000000Z
1141,"PERSISTENCE OF VISION",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:09.000000Z,2026-06-19T01:21:09.000000Z
1142,"JD Nava Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:10.000000Z,2026-06-19T01:21:10.000000Z
1143,"Preevet Miami",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:11.000000Z,2026-06-19T01:21:11.000000Z
1144,"Alpha Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:12.000000Z,2026-06-19T01:21:12.000000Z
1145,"FST Printing Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:13.000000Z,2026-06-19T01:21:13.000000Z
1146,"American Solutions For Business - Tim Etcheson",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:14.000000Z,2026-06-19T01:21:14.000000Z
1147,"NCC LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:15.000000Z,2026-06-19T01:21:15.000000Z
1148,"Modern Graphic Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:16.000000Z,2026-06-19T01:21:16.000000Z
1149,"Kushi Labs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:17.000000Z,2026-06-19T01:21:17.000000Z
1150,"BE Print And Marketing LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:18.000000Z,2026-06-19T01:21:18.000000Z
1151,"707 Stitches",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:18.000000Z,2026-06-19T01:21:18.000000Z
